domain_id,mrp_mean,mrp_lower,mrp_upper,mrp_ci_width
W02000327,14.213275988758962,13.287251879487584,15.15003118073682,1.862779301249235
W02000328,13.204152240463896,12.310798906756624,14.14716981390172,1.8363709071450955
W02000329,13.744109092732787,12.905872398978362,14.597504343200264,1.6916319442219017
W02000330,13.530496049853907,12.704796327689644,14.384063844563556,1.679267516873912
W02000331,11.99206205614915,10.575359694912104,13.45400518290671,2.878645487994607
W02000332,13.16911269067727,12.2884485211868,14.104729238739699,1.8162807175528997
W02000333,13.636106954093272,12.791538484494566,14.48457369320001,1.693035208705444
W02000334,14.247178590216828,13.318779460847615,15.217601065412156,1.8988216045645405
W02000335,14.119375816713722,13.219992602384034,15.031166745805132,1.8111741434210984
W02000336,14.505055095239253,13.44100707718243,15.555872744009173,2.114865666826743
W02000337,12.576859979614168,11.486013364905705,13.70886976759433,2.222856402688624
W02000338,14.48752663969809,13.46937375474534,15.539449642471311,2.070075887725972
W02000339,14.270181829338474,13.335311478690453,15.270388964081713,1.9350774853912593
W02000340,14.555697456347167,13.475461784694565,15.642424421898319,2.1669626372037545
W02000341,14.654226825917693,13.580062766308483,15.751865416551292,2.1718026502428085
W02000342,14.547800697891862,13.477824071360702,15.625951573194415,2.148127501833713
W02000343,13.308610050614954,12.447040014968973,14.193962862124973,1.746922847156
W02000344,14.510337776875016,13.468346160867227,15.577679138965324,2.109332978098097
W02000345,13.158403773589257,12.282562153047458,14.086882261512887,1.8043201084654292
W02000346,14.36286814728436,13.396413154770428,15.378402755135806,1.9819896003653774
W02000347,14.150869200584426,13.227856460090642,15.09580911756495,1.8679526574743086
W02000348,12.334572480383004,11.057200144320216,13.63290739956001,2.5757072552397933
W02000349,13.525416316109817,12.695668935775654,14.377719536139132,1.6820506003634783
W02000350,14.47982383539034,13.445754569802595,15.557470420314319,2.1117158505117235
W02000351,11.75927543558493,10.210153054896383,13.35420186339215,3.144048808495768
W02000352,12.578956467175674,11.435671437298254,13.775605375739937,2.3399339384416837
W02000353,11.885018053909437,10.366754272403867,13.434291163268128,3.067536890864261
W02000354,12.188684399827602,10.835996775062904,13.554486912959492,2.7184901378965876
W02000355,13.762655788541887,12.92072931397652,14.635851736662046,1.7151224226855266
W02000356,12.674096550343569,11.587738032907714,13.819264490780762,2.2315264578730485
W02000357,9.931789902092637,7.083608420605496,12.9974750223459,5.913866601740405
W02000358,13.321737636985702,12.455749418963938,14.203455548144051,1.7477061291801128
W02000359,10.337197097253112,7.776756307317282,13.103023868369702,5.32626756105242
W02000360,12.343279452507357,10.893045997035319,13.811305513397285,2.9182595163619656
W02000361,14.081032327901445,13.185815693360928,14.971578915792621,1.7857632224316937
W02000362,13.416117595996898,12.5702438051484,14.281723847705814,1.7114800425574153
W02000363,13.003092436350952,12.055361039855482,13.988794068898121,1.9334330290426394
W02000364,13.637245015375596,12.787079390201399,14.484962811340013,1.6978834211386147
W02000365,12.303694476549227,11.108573193297909,13.575365021317547,2.4667918280196375
W02000366,14.513451249917436,13.48311908441573,15.56566019171749,2.0825411073017595
W02000367,14.10428598575196,13.207317512987958,15.016204837335529,1.8088873243475714
W02000368,11.883785130248933,10.382214016642916,13.391353018847369,3.009139002204453
