cell_id,domain_id,age_group,sex,car_access,economic_status,pop_count
W02000005_age_25_44_sex_male_car_access_econ_inactive,W02000005,age_25_44,sex_male,car_access,econ_inactive,97.57933466066807
W02000005_age_45_64_sex_female_no_car_access_econ_employed,W02000005,age_45_64,sex_female,no_car_access,econ_employed,21.394937233357997
W02000005_age_45_64_sex_female_no_car_access_econ_unemployed,W02000005,age_45_64,sex_female,no_car_access,econ_unemployed,1.0627048416329825
W02000005_age_45_64_sex_female_no_car_access_econ_inactive,W02000005,age_45_64,sex_female,no_car_access,econ_inactive,22.790537567550707
W02000005_age_45_64_sex_female_car_access_econ_employed,W02000005,age_45_64,sex_female,car_access,econ_employed,171.36277518024505
W02000005_age_45_64_sex_female_car_access_econ_unemployed,W02000005,age_45_64,sex_female,car_access,econ_unemployed,8.511735691179137
W02000005_age_45_64_sex_female_car_access_econ_inactive,W02000005,age_45_64,sex_female,car_access,econ_inactive,182.54083771444414
W02000005_age_45_64_sex_male_no_car_access_econ_employed,W02000005,age_45_64,sex_male,no_car_access,econ_employed,19.78527096509356
W02000005_age_45_64_sex_male_no_car_access_econ_unemployed,W02000005,age_45_64,sex_male,no_car_access,econ_unemployed,0.9827513405761611
W02000005_age_45_64_sex_male_no_car_access_econ_inactive,W02000005,age_45_64,sex_male,no_car_access,econ_inactive,21.0758721231996
W02000005_age_45_64_sex_male_car_access_econ_employed,W02000005,age_45_64,sex_male,car_access,econ_employed,158.4701512928634
W02000005_age_45_64_sex_male_car_access_econ_unemployed,W02000005,age_45_64,sex_male,car_access,econ_unemployed,7.8713480295078755
W02000005_age_45_64_sex_male_car_access_econ_inactive,W02000005,age_45_64,sex_male,car_access,econ_inactive,168.8072228014942
W02000005_age_65_plus_sex_female_no_car_access_econ_employed,W02000005,age_65_plus,sex_female,no_car_access,econ_employed,25.289889651851073
W02000005_age_65_plus_sex_female_no_car_access_econ_unemployed,W02000005,age_65_plus,sex_female,no_car_access,econ_unemployed,1.2561704614623812
W02000005_age_65_plus_sex_female_no_car_access_econ_inactive,W02000005,age_65_plus,sex_female,no_car_access,econ_inactive,26.93955929401251
W02000005_age_65_plus_sex_female_car_access_econ_employed,W02000005,age_65_plus,sex_female,car_access,econ_employed,202.55940120199958
W02000005_age_65_plus_sex_female_car_access_econ_unemployed,W02000005,age_65_plus,sex_female,car_access,econ_unemployed,10.061298802971852
W02000005_age_65_plus_sex_female_car_access_econ_inactive,W02000005,age_65_plus,sex_female,car_access,econ_inactive,215.77243216011922
W02000005_age_65_plus_sex_male_no_car_access_econ_employed,W02000005,age_65_plus,sex_male,no_car_access,econ_employed,23.38718333134624
W02000005_age_65_plus_sex_male_no_car_access_econ_unemployed,W02000005,age_65_plus,sex_male,no_car_access,econ_unemployed,1.1616614102344331
W02000005_age_65_plus_sex_male_no_car_access_econ_inactive,W02000005,age_65_plus,sex_male,no_car_access,econ_inactive,24.91273867731676
W02000005_age_65_plus_sex_male_car_access_econ_employed,W02000005,age_65_plus,sex_male,car_access,econ_employed,187.3196726681699
W02000005_age_65_plus_sex_male_car_access_econ_unemployed,W02000005,age_65_plus,sex_male,car_access,econ_unemployed,9.304328444918072
W02000005_age_65_plus_sex_male_car_access_econ_inactive,W02000005,age_65_plus,sex_male,car_access,econ_inactive,199.5386100235442
W02000006_age_16_24_sex_female_no_car_access_econ_employed,W02000006,age_16_24,sex_female,no_car_access,econ_employed,16.681974652980365
W02000006_age_16_24_sex_female_no_car_access_econ_unemployed,W02000006,age_16_24,sex_female,no_car_access,econ_unemployed,0.806331041165184
W02000006_age_16_24_sex_female_no_car_access_econ_inactive,W02000006,age_16_24,sex_female,no_car_access,econ_inactive,12.303223303606515
W02000006_age_16_24_sex_female_car_access_econ_employed,W02000006,age_16_24,sex_female,car_access,econ_employed,78.7916994909129
W02000006_age_16_24_sex_female_car_access_econ_unemployed,W02000006,age_16_24,sex_female,car_access,econ_unemployed,3.8084336181587215
W02000006_age_16_24_sex_female_car_access_econ_inactive,W02000006,age_16_24,sex_female,car_access,econ_inactive,58.11013944528275
W02000006_age_16_24_sex_male_no_car_access_econ_employed,W02000006,age_16_24,sex_male,no_car_access,econ_employed,16.05878407492088
W02000006_age_16_24_sex_male_no_car_access_econ_unemployed,W02000006,age_16_24,sex_male,no_car_access,econ_unemployed,0.7762088333268414
W02000006_age_16_24_sex_male_no_car_access_econ_inactive,W02000006,age_16_24,sex_male,no_car_access,econ_inactive,11.84361027804664
W02000006_age_16_24_sex_male_car_access_econ_employed,W02000006,age_16_24,sex_male,car_access,econ_employed,75.84826828606697
W02000006_age_16_24_sex_male_car_access_econ_unemployed,W02000006,age_16_24,sex_male,car_access,econ_unemployed,3.6661614952612394
W02000006_age_16_24_sex_male_car_access_econ_inactive,W02000006,age_16_24,sex_male,car_access,econ_inactive,55.93931182173441
W02000006_age_25_44_sex_female_no_car_access_econ_employed,W02000006,age_25_44,sex_female,no_car_access,econ_employed,36.58686141578823
W02000006_age_25_44_sex_female_no_car_access_econ_unemployed,W02000006,age_25_44,sex_female,no_car_access,econ_unemployed,1.76844304538541
W02000006_age_25_44_sex_female_no_car_access_econ_inactive,W02000006,age_25_44,sex_female,no_car_access,econ_inactive,26.98339587131116
W02000006_age_25_44_sex_female_car_access_econ_employed,W02000006,age_25_44,sex_female,car_access,econ_employed,172.8057409242879
W02000006_age_25_44_sex_female_car_access_econ_unemployed,W02000006,age_25_44,sex_female,car_access,econ_unemployed,8.352646248261033
W02000006_age_25_44_sex_female_car_access_econ_inactive,W02000006,age_25_44,sex_female,car_access,econ_inactive,127.4469997085657
W02000006_age_25_44_sex_male_no_car_access_econ_employed,W02000006,age_25_44,sex_male,no_car_access,econ_employed,35.22008153574484
W02000006_age_25_44_sex_male_no_car_access_econ_unemployed,W02000006,age_25_44,sex_male,no_car_access,econ_unemployed,1.7023791011195488
W02000006_age_25_44_sex_male_no_car_access_econ_inactive,W02000006,age_25_44,sex_male,no_car_access,econ_inactive,25.975373834300928
W02000006_age_25_44_sex_male_car_access_econ_employed,W02000006,age_25_44,sex_male,car_access,econ_employed,166.3502156151564
W02000006_age_25_44_sex_male_car_access_econ_unemployed,W02000006,age_25_44,sex_male,car_access,econ_unemployed,8.040615415457303
W02000006_age_25_44_sex_male_car_access_econ_inactive,W02000006,age_25_44,sex_male,car_access,econ_inactive,122.68594647161342
W02000006_age_45_64_sex_female_no_car_access_econ_employed,W02000006,age_45_64,sex_female,no_car_access,econ_employed,40.3771876294586
W02000006_age_45_64_sex_female_no_car_access_econ_unemployed,W02000006,age_45_64,sex_female,no_car_access,econ_unemployed,1.9516502343304247
W02000006_age_45_64_sex_female_no_car_access_econ_inactive,W02000006,age_45_64,sex_female,no_car_access,econ_inactive,29.778822118525156
W02000006_age_45_64_sex_female_car_access_econ_employed,W02000006,age_45_64,sex_female,car_access,econ_employed,190.70807264535244
W02000006_age_45_64_sex_female_car_access_econ_unemployed,W02000006,age_45_64,sex_female,car_access,econ_unemployed,9.217963818645396
W02000006_age_45_64_sex_female_car_access_econ_inactive,W02000006,age_45_64,sex_female,car_access,econ_inactive,140.6502558818476
W02000006_age_45_64_sex_male_no_car_access_econ_employed,W02000006,age_45_64,sex_male,no_car_access,econ_employed,38.868812067053405
W02000006_age_45_64_sex_male_no_car_access_econ_unemployed,W02000006,age_45_64,sex_male,no_car_access,econ_unemployed,1.8787421965829267
W02000006_age_45_64_sex_male_no_car_access_econ_inactive,W02000006,age_45_64,sex_male,no_car_access,econ_inactive,28.666370999516975
W02000006_age_45_64_sex_male_car_access_econ_employed,W02000006,age_45_64,sex_male,car_access,econ_employed,183.58376772913354
W02000006_age_45_64_sex_male_car_access_econ_unemployed,W02000006,age_45_64,sex_male,car_access,econ_unemployed,8.873607210979245
W02000006_age_45_64_sex_male_car_access_econ_inactive,W02000006,age_45_64,sex_male,car_access,econ_inactive,135.3959669807694
W02000006_age_65_plus_sex_female_no_car_access_econ_employed,W02000006,age_65_plus,sex_female,no_car_access,econ_employed,34.771136283491046
W02000006_age_65_plus_sex_female_no_car_access_econ_unemployed,W02000006,age_65_plus,sex_female,no_car_access,econ_unemployed,1.680679122537499
W02000006_age_65_plus_sex_female_no_car_access_econ_inactive,W02000006,age_65_plus,sex_female,no_car_access,econ_inactive,25.644269525340384
W02000006_age_65_plus_sex_female_car_access_econ_employed,W02000006,age_65_plus,sex_female,car_access,econ_employed,164.22977363275996
W02000006_age_65_plus_sex_female_car_access_econ_unemployed,W02000006,age_65_plus,sex_female,car_access,econ_unemployed,7.93812286125056
W02000006_age_65_plus_sex_female_car_access_econ_inactive,W02000006,age_65_plus,sex_female,car_access,econ_inactive,121.12208657166417
W02000006_age_65_plus_sex_male_no_car_access_econ_employed,W02000006,age_65_plus,sex_male,no_car_access,econ_employed,33.472186670447336
W02000006_age_65_plus_sex_male_no_car_access_econ_unemployed,W02000006,age_65_plus,sex_male,no_car_access,econ_unemployed,1.6178937859275118
W02000006_age_65_plus_sex_male_no_car_access_econ_inactive,W02000006,age_65_plus,sex_male,no_car_access,econ_inactive,24.68627339587409
W02000006_age_65_plus_sex_male_car_access_econ_employed,W02000006,age_65_plus,sex_male,car_access,econ_employed,158.09462178810153
W02000006_age_65_plus_sex_male_car_access_econ_unemployed,W02000006,age_65_plus,sex_male,car_access,econ_unemployed,7.64157742957853
W02000006_age_65_plus_sex_male_car_access_econ_inactive,W02000006,age_65_plus,sex_male,car_access,econ_inactive,116.59731389237704
W02000007_age_16_24_sex_female_no_car_access_econ_employed,W02000007,age_16_24,sex_female,no_car_access,econ_employed,8.546978900876049
W02000007_age_16_24_sex_female_no_car_access_econ_unemployed,W02000007,age_16_24,sex_female,no_car_access,econ_unemployed,0.36179127747183787
W02000007_age_16_24_sex_female_no_car_access_econ_inactive,W02000007,age_16_24,sex_female,no_car_access,econ_inactive,6.338147943679566
W02000007_age_16_24_sex_female_car_access_econ_employed,W02000007,age_16_24,sex_female,car_access,econ_employed,71.80019083178934
W02000007_age_16_24_sex_female_car_access_econ_unemployed,W02000007,age_16_24,sex_female,car_access,econ_unemployed,3.0392824254067414
W02000007_age_16_24_sex_female_car_access_econ_inactive,W02000007,age_16_24,sex_female,car_access,econ_inactive,53.2445718135166
W02000007_age_16_24_sex_male_no_car_access_econ_employed,W02000007,age_16_24,sex_male,no_car_access,econ_employed,8.259316747338291
W02000007_age_16_24_sex_male_no_car_access_econ_unemployed,W02000007,age_16_24,sex_male,no_car_access,econ_unemployed,0.34961461724888376
W02000007_age_16_24_sex_male_no_car_access_econ_inactive,W02000007,age_16_24,sex_male,no_car_access,econ_inactive,6.124827505187212
W02000007_age_16_24_sex_male_car_access_econ_employed,W02000007,age_16_24,sex_male,car_access,econ_employed,69.38364134001776
W02000007_age_16_24_sex_male_car_access_econ_unemployed,W02000007,age_16_24,sex_male,car_access,econ_unemployed,2.9369905468562583
W02000007_age_16_24_sex_male_car_access_econ_inactive,W02000007,age_16_24,sex_male,car_access,econ_inactive,51.452541159211144
W02000007_age_25_44_sex_female_no_car_access_econ_employed,W02000007,age_25_44,sex_female,no_car_access,econ_employed,20.481479927099308
W02000007_age_25_44_sex_female_no_car_access_econ_unemployed,W02000007,age_25_44,sex_female,no_car_access,econ_unemployed,0.8669754393075138
W02000007_age_25_44_sex_female_no_car_access_econ_inactive,W02000007,age_25_44,sex_female,no_car_access,econ_inactive,15.188366718695542
W02000007_age_25_44_sex_female_car_access_econ_employed,W02000007,age_25_44,sex_female,car_access,econ_employed,172.05777437130007
W02000007_age_25_44_sex_female_car_access_econ_unemployed,W02000007,age_25_44,sex_female,car_access,econ_unemployed,7.2831584950295705
W02000007_age_25_44_sex_female_car_access_econ_inactive,W02000007,age_25_44,sex_female,car_access,econ_inactive,127.59217513848796
W02000007_age_25_44_sex_male_no_car_access_econ_employed,W02000007,age_25_44,sex_male,no_car_access,econ_employed,19.792143181121634
W02000007_age_25_44_sex_male_no_car_access_econ_unemployed,W02000007,age_25_44,sex_male,no_car_access,econ_unemployed,0.8377960035293373
W02000007_age_25_44_sex_male_no_car_access_econ_inactive,W02000007,age_25_44,sex_male,no_car_access,econ_inactive,14.677178106942526
W02000007_age_25_44_sex_male_car_access_econ_employed,W02000007,age_25_44,sex_male,car_access,econ_employed,166.26689662577425
W02000007_age_25_44_sex_male_car_access_econ_unemployed,W02000007,age_25_44,sex_male,car_access,econ_unemployed,7.038032225088472
W02000007_age_25_44_sex_male_car_access_econ_inactive,W02000007,age_25_44,sex_male,car_access,econ_inactive,123.29785777786572
W02000007_age_45_64_sex_female_no_car_access_econ_employed,W02000007,age_45_64,sex_female,no_car_access,econ_employed,24.298956783740586
W02000007_age_45_64_sex_female_no_car_access_econ_unemployed,W02000007,age_45_64,sex_female,no_car_access,econ_unemployed,1.028568189763685
W02000007_age_45_64_sex_female_no_car_access_econ_inactive,W02000007,age_45_64,sex_female,no_car_access,econ_inactive,18.019277309393882
W02000007_age_45_64_sex_female_car_access_econ_employed,W02000007,age_45_64,sex_female,car_access,econ_employed,204.12706692269373
W02000007_age_45_64_sex_female_car_access_econ_unemployed,W02000007,age_45_64,sex_female,car_access,econ_unemployed,8.640642871011543
W02000007_age_45_64_sex_female_car_access_econ_inactive,W02000007,age_45_64,sex_female,car_access,econ_inactive,151.37366834178115
W02000007_age_45_64_sex_male_no_car_access_econ_employed,W02000007,age_45_64,sex_male,no_car_access,econ_employed,23.481136789307794
W02000007_age_45_64_sex_male_no_car_access_econ_unemployed,W02000007,age_45_64,sex_male,no_car_access,econ_unemployed,0.9939500932456832
W02000007_age_45_64_sex_male_no_car_access_econ_inactive,W02000007,age_45_64,sex_male,no_car_access,econ_inactive,17.412809904228887
W02000007_age_45_64_sex_male_car_access_econ_employed,W02000007,age_45_64,sex_male,car_access,econ_employed,197.2568461877029
W02000007_age_45_64_sex_male_car_access_econ_unemployed,W02000007,age_45_64,sex_male,car_access,econ_unemployed,8.349828307754452
W02000007_age_45_64_sex_male_car_access_econ_inactive,W02000007,age_45_64,sex_male,car_access,econ_inactive,146.2789470456231
W02000007_age_65_plus_sex_female_no_car_access_econ_employed,W02000007,age_65_plus,sex_female,no_car_access,econ_employed,20.45542206459664
W02000007_age_65_plus_sex_female_no_car_access_econ_unemployed,W02000007,age_65_plus,sex_female,no_car_access,econ_unemployed,0.8658724171200998
W02000007_age_65_plus_sex_female_no_car_access_econ_inactive,W02000007,age_65_plus,sex_female,no_car_access,econ_inactive,15.169043096916035
W02000007_age_65_plus_sex_female_car_access_econ_employed,W02000007,age_65_plus,sex_female,car_access,econ_employed,171.83887135047146
W02000007_age_65_plus_sex_female_car_access_econ_unemployed,W02000007,age_65_plus,sex_female,car_access,econ_unemployed,7.273892390074064
W02000007_age_65_plus_sex_female_car_access_econ_inactive,W02000007,age_65_plus,sex_female,car_access,econ_inactive,127.42984412686141
W02000007_age_65_plus_sex_male_no_car_access_econ_employed,W02000007,age_65_plus,sex_male,no_car_access,econ_employed,19.766962337379752
W02000007_age_65_plus_sex_male_no_car_access_econ_unemployed,W02000007,age_65_plus,sex_male,no_car_access,econ_unemployed,0.8367301053060177
W02000007_age_65_plus_sex_male_no_car_access_econ_inactive,W02000007,age_65_plus,sex_male,no_car_access,econ_inactive,14.658504852353543
W02000007_age_65_plus_sex_male_car_access_econ_employed,W02000007,age_65_plus,sex_male,car_access,econ_employed,166.055361133884
W02000007_age_65_plus_sex_male_car_access_econ_unemployed,W02000007,age_65_plus,sex_male,car_access,econ_unemployed,7.02907798561635
W02000007_age_65_plus_sex_male_car_access_econ_inactive,W02000007,age_65_plus,sex_male,car_access,econ_inactive,123.14099027433156
